Document;Date;clean_sentence;Source;Recipient_Code;Recipient_Name;aid_type;recipient_type;Note
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;"Avrupa ve Balkanlarda Vakfımızca Desteklenen Öğrenci Sayısı : 950 Uluslararası imam hatip lisesi öğrencisi; 239 Doktora öğrencisi; UİP Öğrencisi; 2 662 Lisans üstü öğrenci; 2 Lisans öğrencisi; 45 BALKANLAR’DA DESTEKLENEN EĞİTİM KURUMLARI 1 SOFYA YÜKSEK İSLAM ENSTİTÜSÜ BULGARİSTAN/SOFYA LİSANS 95 207 2 RUSÇUK İLAHİYAT LİSESİ BULGARİSTAN/RUSÇUK ORTAÖĞRETİM 31 497 3 ŞUMNU İLAHİYAT LİSESİ BULGARİSTAN/ŞUMNU ORTAÖĞRETİM 89 577 4 MESTANLI İLAHİYAT LİSESİ BULGARİSTAN/MESTANLI ORTAÖĞRETİM 124 605 5 KEMAL ATATÜRK ULUSAL KOLEJİ ROMANYA/MECİDİYE ORTAÖĞRETİM 340 673 679 2.559 60 Faaliyet Raporu 2016 Avrupa ve Balkanlar’a yapılan dinî, insani, hayri yardımlar Ramazan Programı 8 ÜLKE 152.229 TL AVRUPA YARDIM 25 ÜLKE 6.914 HİSSE KURBAN Kurban Programı 61 Üsküp Şehitler Camii’nin tadilatı ve halılarını değiştirilmesi, sel 19.695 € Makedonya felaketinden etkilenen 2.000 aileye temizlik malzemesi dağıtımı 20.400 € Reisul Ulema Riyaset Binası inşaatının tamamlanması için yardım, 400.000 € Bosna-Hersek Saraybosna Ayvazdede ve Ramazan karşılama etkinlikleri 3.237,52 € Karadağ Kız Medresesi ve Sultan II.";TDV;343;Makedonya;İnsani Yardım;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;"Avrupa ve Balkanlarda Vakfımızca Desteklenen Öğrenci Sayısı : 950 Uluslararası imam hatip lisesi öğrencisi; 239 Doktora öğrencisi; UİP Öğrencisi; 2 662 Lisans üstü öğrenci; 2 Lisans öğrencisi; 45 BALKANLAR’DA DESTEKLENEN EĞİTİM KURUMLARI 1 SOFYA YÜKSEK İSLAM ENSTİTÜSÜ BULGARİSTAN/SOFYA LİSANS 95 207 2 RUSÇUK İLAHİYAT LİSESİ BULGARİSTAN/RUSÇUK ORTAÖĞRETİM 31 497 3 ŞUMNU İLAHİYAT LİSESİ BULGARİSTAN/ŞUMNU ORTAÖĞRETİM 89 577 4 MESTANLI İLAHİYAT LİSESİ BULGARİSTAN/MESTANLI ORTAÖĞRETİM 124 605 5 KEMAL ATATÜRK ULUSAL KOLEJİ ROMANYA/MECİDİYE ORTAÖĞRETİM 340 673 679 2.559 60 Faaliyet Raporu 2016 Avrupa ve Balkanlar’a yapılan dinî, insani, hayri yardımlar Ramazan Programı 8 ÜLKE 152.229 TL AVRUPA YARDIM 25 ÜLKE 6.914 HİSSE KURBAN Kurban Programı 61 Üsküp Şehitler Camii’nin tadilatı ve halılarını değiştirilmesi, sel 19.695 € Makedonya felaketinden etkilenen 2.000 aileye temizlik malzemesi dağıtımı 20.400 € Reisul Ulema Riyaset Binası inşaatının tamamlanması için yardım, 400.000 € Bosna-Hersek Saraybosna Ayvazdede ve Ramazan karşılama etkinlikleri 3.237,52 € Karadağ Kız Medresesi ve Sultan II.";TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Added
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;"Avrupa ve Balkanlarda Vakfımızca Desteklenen Öğrenci Sayısı : 950 Uluslararası imam hatip lisesi öğrencisi; 239 Doktora öğrencisi; UİP Öğrencisi; 2 662 Lisans üstü öğrenci; 2 Lisans öğrencisi; 45 BALKANLAR’DA DESTEKLENEN EĞİTİM KURUMLARI 1 SOFYA YÜKSEK İSLAM ENSTİTÜSÜ BULGARİSTAN/SOFYA LİSANS 95 207 2 RUSÇUK İLAHİYAT LİSESİ BULGARİSTAN/RUSÇUK ORTAÖĞRETİM 31 497 3 ŞUMNU İLAHİYAT LİSESİ BULGARİSTAN/ŞUMNU ORTAÖĞRETİM 89 577 4 MESTANLI İLAHİYAT LİSESİ BULGARİSTAN/MESTANLI ORTAÖĞRETİM 124 605 5 KEMAL ATATÜRK ULUSAL KOLEJİ ROMANYA/MECİDİYE ORTAÖĞRETİM 340 673 679 2.559 60 Faaliyet Raporu 2016 Avrupa ve Balkanlar’a yapılan dinî, insani, hayri yardımlar Ramazan Programı 8 ÜLKE 152.229 TL AVRUPA YARDIM 25 ÜLKE 6.914 HİSSE KURBAN Kurban Programı 61 Üsküp Şehitler Camii’nin tadilatı ve halılarını değiştirilmesi, sel 19.695 € Makedonya felaketinden etkilenen 2.000 aileye temizlik malzemesi dağıtımı 20.400 € Reisul Ulema Riyaset Binası inşaatının tamamlanması için yardım, 400.000 € Bosna-Hersek Saraybosna Ayvazdede ve Ramazan karşılama etkinlikleri 3.237,52 € Karadağ Kız Medresesi ve Sultan II.";TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Added
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Murat Camii’ne ahşap kapı bedeli 11.250 € Yunanistan, Hırvatistan, Karadağ, Balkanlardaki vakıf mallarını araştırma giderleri ile Kanuni Sultan 269.942 TL Arnavutluk, Makedonya ve Macaristan Süleyman’ın türbesinin yerinin netleşmesi maksadıyla yapılan incelemeler Bulgaristan, Bosna-Hersek, Dinî idarelerinde görev yapan bazı kişilerin sağlık giderleri 40.031 TL Makedonya Balkanlarda 5 ülke Mahallinde görev yapan 84 din görevlisine destek 9 Balkan Ülkesi Dinî idarelerin tefrişat ve büro giderleri karşılanmıştır.;TDV;350;Yunanistan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Murat Camii’ne ahşap kapı bedeli 11.250 € Yunanistan, Hırvatistan, Karadağ, Balkanlardaki vakıf mallarını araştırma giderleri ile Kanuni Sultan 269.942 TL Arnavutluk, Makedonya ve Macaristan Süleyman’ın türbesinin yerinin netleşmesi maksadıyla yapılan incelemeler Bulgaristan, Bosna-Hersek, Dinî idarelerinde görev yapan bazı kişilerin sağlık giderleri 40.031 TL Makedonya Balkanlarda 5 ülke Mahallinde görev yapan 84 din görevlisine destek 9 Balkan Ülkesi Dinî idarelerin tefrişat ve büro giderleri karşılanmıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Murat Camii’ne ahşap kapı bedeli 11.250 € Yunanistan, Hırvatistan, Karadağ, Balkanlardaki vakıf mallarını araştırma giderleri ile Kanuni Sultan 269.942 TL Arnavutluk, Makedonya ve Macaristan Süleyman’ın türbesinin yerinin netleşmesi maksadıyla yapılan incelemeler Bulgaristan, Bosna-Hersek, Dinî idarelerinde görev yapan bazı kişilerin sağlık giderleri 40.031 TL Makedonya Balkanlarda 5 ülke Mahallinde görev yapan 84 din görevlisine destek 9 Balkan Ülkesi Dinî idarelerin tefrişat ve büro giderleri karşılanmıştır.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Almanya, Avustralya, Fransa, Belçika, Nevruz ve Hıdırellez Bayramı, Hızır Orucu ve Hızır Cemleri ve Muharrem ayı 454.235 TL İsviçre, Bulgaristan ve Yunanistan etkinlikleri harcamaları için müşavirliklerle birlikte destek Balkanlar’daki Projeler Cami Projeleri Romanya Bükreş Camii: Romanya’nın başkenti Bükreş’in merkezinde yapılacak olan cami, 1.500 kişilik cemaat kapasitesine sahip olacaktır.;TDV;350;Yunanistan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Almanya, Avustralya, Fransa, Belçika, Nevruz ve Hıdırellez Bayramı, Hızır Orucu ve Hızır Cemleri ve Muharrem ayı 454.235 TL İsviçre, Bulgaristan ve Yunanistan etkinlikleri harcamaları için müşavirliklerle birlikte destek Balkanlar’daki Projeler Cami Projeleri Romanya Bükreş Camii: Romanya’nın başkenti Bükreş’in merkezinde yapılacak olan cami, 1.500 kişilik cemaat kapasitesine sahip olacaktır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Makedonya Üsküp Camii: Makedonya’nın başkenti Üsküp’ün merkezinde 4.100 metrekare alan üzerine inşa edilecek olan cami, 2 bin kişilik cemaat kapasitesine sahip olacaktır.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202016.pdf;2016;Konferans salonu, Kur’an kursu, kütüphane, seminer salonları, yemekhane, dükkânların da yer aldığı külliyede caminin bitişiğinde Makedonya İslam Birliği Merkez Binası da inşa edilecektir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Bu çerçevede 2017 yılı içinde Karadağ 2, Bulgaristan’dan 2, Irak’tan 3, Kırgızistan 2, Pakistan 2, Tataristan 2 olmak üzere 2.5.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Avrupa ve Balkanlar’daki Eğitim Kurumlarımız Türkiye Diyanet Vakfının desteklediği 23 eğitim kurumunun 5’i Bulgaristan ve Romanya’da bu- lunmaktadır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Fixed
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Bulgaristan ve Romanya’daki eğitim kurumlarının bütün giderleri Vakfımızca karşılan- maktadır.;TDV;355;Bulgaristan;;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Bu kurumlardan Vakfımızca 1998-99 eğitim öğretim yılından beri desteklenen Bulgaristan/ Ayrıca 2017 yılı itibariyle Avrupa’dan ve Balkan- Sofya Yüksek İslam Enstitüsünde 2016-2017 döne- lardan dan gelip Vakfımız burslusu olarak ya da mi itibariyle 81 öğrenci eğitim görmekte olup, bu Vakfımızca desteklenerek Uluslararası İmam ha- zamana kadar enstitüden 214 öğrenci mezun ola- tiplerde ortaöğretim seviyesinde ve İlahiyat fakül- rak Bulgaristan’daki Müslümanların dinî hayatının telerinde Lisans ve Lisansüstü seviyede ve Ulusla- gelişmesine katkı sağlamışlardır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Merkez Camii, Cibuti Merkez Camii, Bosna-Hersek Olovo Ahi Evran Camii ve Makedonya Üsküp Camii Avrupa ve Balkanlarda Hediyem Kuran Olsun inşaatları devam etmektedir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Projesi kapsamında 2017 yılı sonu itibariyle 69.960 adet başta 50 bin Boşnakça meal olmak üzere, Ro- Kosova Piriştine Camii, Romanya Bükreş Cami- mence, Fransızca, Türkçe, İspanyolca mealler he- lerinin ise projeleri hazırlanmış olup yerel makam diye edilmiştir.;TDV;347;Kosova;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Avrupa ve Balkanlar’daki Hayri ve Sosyal İnşaatı Devam Eden Projeler Faaliyetlerimiz 1 Arnavutluk Tiran Camii 2017 yılında Avrupa ve Balkanlarda 18 ülkede 2 Bosna-Hersek Olovo Ahi Evran Camii adak kurbanı, su kuyusu çalışmaları, mahallindeki 3 Makedonya-Üsküp Üsküp Camii dini idareleri destekleme, insani yardım vb.;TDV;343;Makedonya;İnsani Yardım;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;511 €, 87.901 TL tutarında 1 Kosova-Priştine Priştine Camii insani ve hayri hizmetler alanında yardım yapıl- 2 Macaristan-Budapeşte Budapeşte Camii 3 Romanya-Bükreş Bükreş Merkez Camii mıştır.;TDV;347;Kosova;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Makedonya Cumhuriyeti Üsküp Şubesi, KOMAŞ A.Ş.’nin artan iş hacmi ile birlikte daha kârlı, verimli ve kurumsal bir yapı içerisinde faali- yetlerini sürdürebilmesi amacıyla uygulamaya ge- çirilen “Yönetim Geliştirme Projesi” doğrultusunda oluşturulan alt yapı ve çalışma düzeniyle tüm faali- yetlerin tek noktadan sevk ve idaresi sağlanmıştır.;TDV;343;Makedonya;Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı;Özel Sektör;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Makedonya Üsküp Çayır Tophane Camii Proje Bu kapsamda KOMAŞ tarafından bugüne ka- ve İnşaat İşleri 5.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202017.pdf;2017;Kosova Priştine Camii İnşaat İşleri sağlanmaktadır.;TDV;347;Kosova;;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;ralya, Bulgaristan, Endonezya, Filipinler, Filistin, 2017-2018 Yılı İçerisinde Personele Yönelik Eğitimler Güney Afrika, Gürcistan, Irak, Kanada, Kazakis- Eğitim ve Kültür Hizmetleri tan, Romanya Sudan, Tacikistan, Tanzanya, Çad ENNEAGRAM KİŞİLİK ANALİZİ EĞİTİMİ ve İK Birimleri İsviçre, Lübnan, Kamboçya, Afrika Cumhuriyeti, İlgili Genel Merkez MS PROJECT EĞİTİMİ Yeni Zelanda, Rusya-Kuzey Kafkasya, Lübnan, Personelleri 20 FAALiYET RAPORU İlgili Genel Merkez Aşağıdaki tabloda detaylı olarak öne çıkan bağış PMP PROJE YÖNETİMİ EĞİTİMİ Personelleri kalemleri ve 2018 mukayeseli bağış tutarı verileri İlgili Genel Merkez TEMEL AFET BİLİNCİ EĞİTİMİ sunulmuştur.;TDV;355;Bulgaristan;İnsani Yardım;Belirsiz;Drop
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Toplam Ülke Kurum Adı Eğitim Kurumları Durumu Düzeyi Yılı Sayısı Mezun 1 Kırgızistan Oş Devlet Üniversitesi Oş Devlet Üniversitesi İşbirligi Lisans 1993 145 549 2 Kırgızistan Oş İmam Hatip Lisesi Oş Devlet Üniversitesi İşbirligi Ortaögretim 2013 140 66 3 Azerbaycan Bakü İlahiyat Fakültesi* Bakü Devlet Üniversitesi İşbirligi Lisans 1992 0 919 4 Azerbaycan Bakü Türk Lisesi TDV Ortaögretim 1994 855 1.498 Almatı Yabancı Diller ve Mesleki Yabancı Diller ve Mesleki Kariyer 5 Kazakistan Lisans 2005 117 489 Kariyer Üniversitesi Üniversitesi İşbirligi 6 Bulgaristan Sofya Yüksek İslam Enstitüsü Başmüftülük İşbirligi Lisans 1990 61 239 7 Bulgaristan Rusçuk İlahiyat Lisesi Başmüftülük İşbirligi Ortaögretim 1992 30 518 8 Bulgaristan Şumnu İlahiyat Lisesi Başmüftülük İşbirligi Ortaögretim 1991 128 614 9 Bulgaristan Mestanlı İlahiyat Lisesi Başmüftülük İşbirligi Ortaögretim 1991 134 662 10 Romanya Mecidiye K.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Bununla birlik- 18 Tekirdağ Süleymanpaşa Hocaoğlu Cami te yurt dışında Arnavutluk, Makedonya, Bosna 19 Trabzon Yomra Kur’an Kursu Hersek, Kırgızistan Özgen, Karaçay Çerkesya ve 20 Rize Çayeli Yatılı Kur’an Kursu Kosova’da olmak üzere 6 caminin inşaatı devam 21 Bursa İnegöl Bölge Yatılı Kur’an Kursu etmektedir.;TDV;347;Kosova;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Bununla birlik- 18 Tekirdağ Süleymanpaşa Hocaoğlu Cami te yurt dışında Arnavutluk, Makedonya, Bosna 19 Trabzon Yomra Kur’an Kursu Hersek, Kırgızistan Özgen, Karaçay Çerkesya ve 20 Rize Çayeli Yatılı Kur’an Kursu Kosova’da olmak üzere 6 caminin inşaatı devam 21 Bursa İnegöl Bölge Yatılı Kur’an Kursu etmektedir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Kursları, Vakıf Şube 25 Kütahya 3 Rusya-Karaçay İmam Ebu Hanife İslam Enstitüsü ve Ofisi, Diyanet Yayınevi Kitap & Kafe Çerkesya Tatbikat Camii 26 Sivas Kadı Burhanettin Kur’an Kursu ve Eğitim Merkezi 4 Arnavutluk-Tiran Namazgâh Camii ve Külliyesi 27 Antalya Muratpaşa Camii ve Kültür Merkezi İnşaatı 5 Makedonya Üsküp Camii 28 Antalya Muratpaşa Müftülük Hizmet Binası 6 Kosova Priştine Camii 29 Samsun Atakum Hudeybiye Yatılı Kız Kur’an Kursu 30 Samsun Pınarbaşı Yatılı Kız Kur’an Kursu Yurt Dışı Tamamlanan İnşaatlar 31 Bilecik Ertuğrul Gazi Cami İnşaatı ve Müştemilatı 1 Kırgızistan-Bişkek Bişkek Cumhuriyet Merkez İmam 32 Çorum İskilip Çakmakdede Kur’an Kursu Serahsi Camii ve Külliyesi 33 Muğla Bölge Yatılı Kız Kur’an Kursu ve Camii 2 KKTC-Lefkoşe Hala Sultan Camii ve Külliyesi 34 Kocaeli İzmit Müftülük Hizmet Binası Tadilatı 3 Cibuti Sultan II.;TDV;347;Kosova;İnsani Yardım;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Kursları, Vakıf Şube 25 Kütahya 3 Rusya-Karaçay İmam Ebu Hanife İslam Enstitüsü ve Ofisi, Diyanet Yayınevi Kitap & Kafe Çerkesya Tatbikat Camii 26 Sivas Kadı Burhanettin Kur’an Kursu ve Eğitim Merkezi 4 Arnavutluk-Tiran Namazgâh Camii ve Külliyesi 27 Antalya Muratpaşa Camii ve Kültür Merkezi İnşaatı 5 Makedonya Üsküp Camii 28 Antalya Muratpaşa Müftülük Hizmet Binası 6 Kosova Priştine Camii 29 Samsun Atakum Hudeybiye Yatılı Kız Kur’an Kursu 30 Samsun Pınarbaşı Yatılı Kız Kur’an Kursu Yurt Dışı Tamamlanan İnşaatlar 31 Bilecik Ertuğrul Gazi Cami İnşaatı ve Müştemilatı 1 Kırgızistan-Bişkek Bişkek Cumhuriyet Merkez İmam 32 Çorum İskilip Çakmakdede Kur’an Kursu Serahsi Camii ve Külliyesi 33 Muğla Bölge Yatılı Kız Kur’an Kursu ve Camii 2 KKTC-Lefkoşe Hala Sultan Camii ve Külliyesi 34 Kocaeli İzmit Müftülük Hizmet Binası Tadilatı 3 Cibuti Sultan II.;TDV;343;Makedonya;İnsani Yardım;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;pılmakta olan Tiran Camii 20.000 m2’lik inşaat alanına sahip olup, camide avlusu ile beraber yaklaşık 10.000 kişi aynı anda ibadet edebilecek- Makedonya Üsküp Camii tir.;TDV;343;Makedonya;İnsani Yardım, Eğitim ve Kültürel Yardımlar;Belirsiz;Iteration
TDV%20-%20Faaliyet%20Raporu%20-%202018.pdf;2018;Cami külliyesinde konferans salonu, Kur’an Makedonya’nın başkenti Üsküp’te 4.100 met- Kursu, derslikler, sergi salonları, kütüphane, ça- rekare alan üzerinde inşasına başlanılan cami, lışma alanları, kültür merkezi ve ‘’Balkan Kültür- 2.000 kişi cemaat kapasitesine sahiptir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
